0,0,0
0,1,0
4,19,10
4,23,10
5,38,21
5,47,20
5,47,21
6,76,43
6,94,41
6,94,42
6,95,41
6,95,42
7,152,86
7,152,87
7,153,86
7,153,87
7,188,82
7,188,83
7,188,84
7,189,82
7,189,83
7,189,84
7,190,82
7,190,83
7,190,84
7,191,82
7,191,83
7,191,84
8,305,172
8,305,173
8,305,174
8,306,172
8,306,173
8,306,174
8,376,164
8,376,165
8,376,166
8,376,167
8,376,168
8,376,169
8,377,164
8,377,165
8,377,166
8,377,167
8,377,168
8,377,169
8,378,164
8,378,165
8,378,166
8,378,167
8,378,168
8,378,169
8,379,164
8,379,165
8,379,166
8,379,167
8,379,168
8,379,169
8,380,164
8,380,165
8,380,166
8,380,167
8,380,168
8,380,169
8,381,164
8,381,165
8,381,166
8,381,167
8,381,168
8,381,169
8,382,164
8,382,165
8,382,166
8,382,167
8,382,168
8,382,169
8,383,164
8,383,165
8,383,166
8,383,167
8,383,168
8,383,169
9,611,344
9,611,345
9,611,346
9,611,347
9,611,348
9,611,349
9,612,344
9,612,345
9,612,346
9,612,347
9,612,348
9,612,349
9,613,344
9,613,345
9,613,346
9,613,347
9,613,348
9,613,349
9,753,328
9,753,329
9,753,330
9,753,331
9,753,332
9,753,333
9,753,334
9,753,335
9,753,336
9,753,337
9,753,338
9,753,339
9,754,328
9,754,329
9,754,330
9,754,331
9,754,332
9,754,333
9,754,334
9,754,335
9,754,336
9,754,337
9,754,338
9,754,339
9,755,328
9,755,329
9,755,330
9,755,331
9,755,332
9,755,333
9,755,334
9,755,335
9,755,336
9,755,337
9,755,338
9,755,339
9,756,328
9,756,329
9,756,330
9,756,331
9,756,332
9,756,333
9,756,334
9,756,335
9,756,336
9,756,337
9,756,338
9,756,339
9,757,328
9,757,329
9,757,330
9,757,331
9,757,332
9,757,333
9,757,334
9,757,335
9,757,336
9,757,337
9,757,338
9,757,339
9,758,328
9,758,329
9,758,330
9,758,331
9,758,332
9,758,333
9,758,334
9,758,335
9,758,336
9,758,337
9,758,338
9,758,339
9,759,328
9,759,329
9,759,330
9,759,331
9,759,332
9,759,333
9,759,334
9,759,335
9,759,336
9,759,337
9,759,338
9,759,339
9,760,328
9,760,329
9,760,330
9,760,331
9,760,332
9,760,333
9,760,334
9,760,335
9,760,336
9,760,337
9,760,338
9,760,339
9,761,328
9,761,329
9,761,330
9,761,331
9,761,332
9,761,333
9,761,334
9,761,335
9,761,336
9,761,337
9,761,338
9,761,339
9,762,328
9,762,329
9,762,330
9,762,331
9,762,332
9,762,333
9,762,334
9,762,335
9,762,336
9,762,337
9,762,338
9,762,339
9,763,328
9,763,329
9,763,330
9,763,331
9,763,332
9,763,333
9,763,334
9,763,335
9,763,336
9,763,337
9,763,338
9,763,339
9,764,328
9,764,329
9,764,330
9,764,331
9,764,332
9,764,333
9,764,334
9,764,335
9,764,336
9,764,337
9,764,338
9,764,339
9,765,328
9,765,329
9,765,330
9,765,331
9,765,332
9,765,333
9,765,334
9,765,335
9,765,336
9,765,337
9,765,338
9,765,339
9,766,328
9,766,329
9,766,330
9,766,331
9,766,332
9,766,333
9,766,334
9,766,335
9,766,336
9,766,337
9,766,338
9,766,339
10,1222,688
10,1222,689
10,1222,690
10,1222,691
10,1222,692
10,1222,693
10,1222,694
10,1222,695
10,1222,696
10,1222,697
10,1222,698
10,1222,699
10,1223,688
10,1223,689
10,1223,690
10,1223,691
10,1223,692
10,1223,693
10,1223,694
10,1223,695
10,1223,696
10,1223,697
10,1223,698
10,1223,699
10,1224,688
10,1224,689
10,1224,690
10,1224,691
10,1224,692
10,1224,693
10,1224,694
10,1224,695
10,1224,696
10,1224,697
10,1224,698
10,1224,699
10,1225,688
10,1225,689
10,1225,690
10,1225,691
10,1225,692
10,1225,693
10,1225,694
10,1225,695
10,1225,696
10,1225,697
10,1225,698
10,1225,699
10,1226,688
10,1226,689
10,1226,690
10,1226,691
10,1226,692
10,1226,693
10,1226,694
10,1226,695
10,1226,696
10,1226,697
10,1226,698
10,1226,699
10,1227,688
10,1227,689
10,1227,690
10,1227,691
10,1227,692
10,1227,693
10,1227,694
10,1227,695
10,1227,696
10,1227,697
10,1227,698
10,1227,699
10,1507,657
10,1507,658
10,1507,659
10,1507,660
10,1507,661
10,1507,662
10,1507,663
10,1507,664
10,1507,665
10,1507,666
10,1507,667
10,1507,668
10,1507,669
10,1507,670
10,1507,671
10,1507,672
10,1507,673
10,1507,674
10,1507,675
10,1507,676
10,1507,677
10,1507,678
10,1507,679
10,1508,657
10,1508,658
10,1508,659
10,1508,660
10,1508,661
10,1508,662
10,1508,663
10,1508,664
10,1508,665
10,1508,666
10,1508,667
10,1508,668
10,1508,669
10,1508,670
10,1508,671
10,1508,672
10,1508,673
10,1508,674
10,1508,675
10,1508,676
10,1508,677
10,1508,678
10,1508,679
10,1509,657
10,1509,658
10,1509,659
10,1509,660
10,1509,661
10,1509,662
10,1509,663
10,1509,664
10,1509,665
10,1509,666
10,1509,667
10,1509,668
10,1509,669
10,1509,670
10,1509,671
10,1509,672
10,1509,673
10,1509,674
10,1509,675
10,1509,676
10,1509,677
10,1509,678
10,1509,679
10,1510,657
10,1510,658
10,1510,659
10,1510,660
10,1510,661
10,1510,662
10,1510,663
10,1510,664
10,1510,665
10,1510,666
10,1510,667
10,1510,668
10,1510,669
10,1510,670
10,1510,671
10,1510,672
10,1510,673
10,1510,674
10,1510,675
10,1510,676
10,1510,677
10,1510,678
10,1510,679
10,1511,657
10,1511,658
10,1511,659
10,1511,660
10,1511,661
10,1511,662
10,1511,663
10,1511,664
10,1511,665
10,1511,666
10,1511,667
10,1511,668
10,1511,669
10,1511,670
10,1511,671
10,1511,672
10,1511,673
10,1511,674
10,1511,675
10,1511,676
10,1511,677
10,1511,678
10,1511,679
10,1512,657
10,1512,658
10,1512,659
10,1512,660
10,1512,661
10,1512,662
10,1512,663
10,1512,664
10,1512,665
10,1512,666
10,1512,667
10,1512,668
10,1512,669
10,1512,670
10,1512,671
10,1512,672
10,1512,673
10,1512,674
10,1512,675
10,1512,676
10,1512,677
10,1512,678
10,1512,679
10,1513,657
10,1513,658
10,1513,659
10,1513,660
10,1513,661
10,1513,662
10,1513,663
10,1513,664
10,1513,665
10,1513,666
10,1513,667
10,1513,668
10,1513,669
10,1513,670
10,1513,671
10,1513,672
10,1513,673
10,1513,674
10,1513,675
10,1513,676
10,1513,677
10,1513,678
10,1513,679
10,1514,657
10,1514,658
10,1514,659
10,1514,660
10,1514,661
10,1514,662
10,1514,663
10,1514,664
10,1514,665
10,1514,666
10,1514,667
10,1514,668
10,1514,669
10,1514,670
10,1514,671
10,1514,672
10,1514,673
10,1514,674
10,1514,675
10,1514,676
10,1514,677
10,1514,678
10,1514,679
10,1515,657
10,1515,658
10,1515,659
10,1515,660
10,1515,661
10,1515,662
10,1515,663
10,1515,664
10,1515,665
10,1515,666
10,1515,667
10,1515,668
10,1515,669
10,1515,670
10,1515,671
10,1515,672
10,1515,673
10,1515,674
10,1515,675
10,1515,676
10,1515,677
10,1515,678
10,1515,679
10,1516,657
10,1516,658
10,1516,659
10,1516,660
10,1516,661
10,1516,662
10,1516,663
10,1516,664
10,1516,665
10,1516,666
10,1516,667
10,1516,668
10,1516,669
10,1516,670
10,1516,671
10,1516,672
10,1516,673
10,1516,674
10,1516,675
10,1516,676
10,1516,677
10,1516,678
10,1516,679
10,1517,657
10,1517,658
10,1517,659
